eco	name	fen	moves	whiteWins	blackWins	draws
B02	Alekhine Defense: Brooklyn Variation, Everglades Variation	rnbqkbnr/ppppp1pp/8/4Pp2/3P4/8/PPP2PPP/RNBQKBNR w KQkq f6	e2e4 g8f6 e4e5 f6g8 d2d4 f7f5	0	0	0
B02	Alekhine Defense: Brooklyn Variation	rnbqkbnr/pppppppp/8/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6g8	106	79	57
B02	Alekhine Defense: Buckley Attack	rnbqkb1r/pppppppp/8/3nP3/8/N7/PPPP1PPP/R1BQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 b1a3	0	2	0
B02	Alekhine Defense: Hunt Variation, Lasker Simul Gambit	rnbqkb1r/pppp1ppp/4p3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 f1c4 e7e6 b1c3	154	151	89
B02	Alekhine Defense: Hunt Variation, Matsukevich Gambit	rnbqkb1r/ppp1pppp/3p4/2P1P1B1/8/2P5/PP3PPP/R2QKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 b1c3 d5c3 d2c3 d7d6 c1g5	6	3	2
B02	Alekhine Defense: Hunt Variation, Mikenas Gambit	rnbqkb1r/ppp2ppp/3p4/2PBP3/8/8/PP1P1PPP/R1BQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 f1c4 e7e6 b1c3 d7d6 c3d5 e6d5 c4d5	8	3	6
B02	Alekhine Defense: Kmoch Variation	rnbqkb1r/pp1ppppp/1n6/2p1P3/8/1B1P4/PPP2PPP/RNBQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 f1c4 d5b6 c4b3 c7c5 d2d3	8	18	11
B02	Alekhine Defense: Krejcik Variation, Krejcik Gambit	rnbqkb1r/pppppBpp/8/8/4n3/8/PPPP1PPP/RNBQK1NR b KQkq -	e2e4 g8f6 f1c4 f6e4 c4f7	21	40	11
B02	Alekhine Defense: Krejcik Variation	rnbqkb1r/pppppppp/5n2/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq -	e2e4 g8f6 f1c4	48	71	32
B02	Alekhine Defense: Maróczy Variation	rnbqkb1r/pppppppp/5n2/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq -	e2e4 g8f6 d2d3	376	431	280
B02	Alekhine Defense: Mokele Mbembe, Modern Line	rnbqkb1r/ppppp1pp/5p2/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6e4 d2d4 f7f6	1	4	2
B02	Alekhine Defense: Mokele Mbembe	rnbqkb1r/pppppppp/8/4P3/4n3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6e4	28	22	12
B02	Alekhine Defense: Mokele Mbembe, Vavra Defense	rnbqkb1r/pppp1ppp/4p3/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6e4 d2d4 e7e6	6	1	1
B02	Alekhine Defense: Normal Variation	rnbqkb1r/pppppppp/8/3nP3/8/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5	14419	10692	9851
B02	Alekhine Defense	rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g8f6	17921	14887	12791
B02	Alekhine Defense: Sämisch Attack	rnbqkb1r/pppppppp/8/3nP3/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 b1c3	665	584	539
B02	Alekhine Defense: Scandinavian Variation, Geschev Gambit	rnbqkb1r/pp2pppp/2p2n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 g8f6 b1c3 d7d5 e4d5 c7c6	0	2	0
B02	Alekhine Defense: Scandinavian Variation, Myers Gambit	rnbqkb1r/ppp1pppp/5n2/6B1/4p3/2NP4/PPP2PPP/R2QKBNR b KQkq -	e2e4 g8f6 b1c3 d7d5 d2d3 d5e4 c1g5	0	2	3
B02	Alekhine Defense: Scandinavian Variation	rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -	e2e4 g8f6 b1c3 d7d5	2071	2533	1856
B02	Alekhine Defense: Spielmann Gambit	rnbqkb1r/pppnpppp/4P3/3p4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -	e2e4 g8f6 b1c3 d7d5 e4e5 f6d7 e5e6	76	69	37
B02	Alekhine Defense: Steiner Variation	rnbqkb1r/pppppppp/1n6/4P3/2P5/1P6/P2P1PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 b2b3	46	57	22
B02	Alekhine Defense: The Squirrel	rnbqkb1r/pppppppp/8/4P3/2P2n2/8/PP1P1PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5f4	10	2	0
B02	Alekhine Defense: Two Pawn Attack, Lasker Variation	rnbqkb1r/pppppppp/1n6/2P1P3/8/8/PP1P1PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5	656	647	476
B02	Alekhine Defense: Two Pawn Attack	rnbqkb1r/pppppppp/8/3nP3/2P5/8/PP1P1PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4	1960	1985	1274
B02	Alekhine Defense: Two Pawns Attack, Mikenas Variation	rnbqkb1r/ppp2ppp/3pp3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR w KQkq -	e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 f1c4 e7e6 b1c3 d7d6	13	5	7
B02	Alekhine Defense: Welling Variation	rnbqkb1r/pppppppp/8/3nP3/8/1P6/P1PP1PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 b2b3	2	6	4
B02	English Opening: Achilles-Omega Gambit	rnbqkb1r/pppppppp/5n2/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq -	e2e4 g8f6 c2c4	10	4	5
B02	King's Pawn Game: Clam Variation, Radisch Gambit	rnbqk2r/pppp1ppp/5n2/2b1p3/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq -	e2e4 g8f6 d2d3 e7e5 f2f4 f8c5	2	5	0
B03	Alekhine Defense: Balogh Variation	rnbqkb1r/ppp1pppp/3p4/3nP3/2BP4/8/PPP2PPP/RNBQK1NR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 f1c4	337	265	178
B03	Alekhine Defense: Exchange Variation, Karpov Variation	r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP1B2/2N2N1P/PP2BPP1/R2Q1RK1 b - -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 e5d6 c7d6 b1c3 g7g6 h2h3 f8g7 g1f3 e8g8 f1e2 b8c6 e1g1 c8f5 c1f4	3	1	4
B03	Alekhine Defense: Exchange Variation	rnbqkb1r/ppp1pppp/1n1P4/8/2PP4/8/PP3PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 e5d6	2448	1755	1642
B03	Alekhine Defense: Four Pawns Attack, Cambridge Gambit	rnbqkb1r/ppp1pp1p/1n1p4/4P1p1/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 g7g5	14	21	12
B03	Alekhine Defense: Four Pawns Attack, Fianchetto Variation	rnbqkb1r/ppp1pp1p/1n1p2p1/4P3/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 g7g6	93	83	47
B03	Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation	r2qkb1r/ppp1p1pp/1nn1p3/2P5/3P2b1/5N2/PP4PP/RNBQKB1R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 d6e5 f4e5 b8c6 g1f3 c8g4 e5e6 f7e6 c4c5	6	6	1
B03	Alekhine Defense: Four Pawns Attack, Korchnoi Variation	rn1q1rk1/ppp1b1pp/1n2pp2/4Pb2/2PP4/2N2N2/PP2B1PP/R1BQ1RK1 w - -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 d6e5 f4e5 c8f5 b1c3 e7e6 g1f3 f8e7 f1e2 e8g8 e1g1 f7f6	3	0	0
B03	Alekhine Defense: Four Pawns Attack, Main Line	r1bqkb1r/ppp1pppp/1nn5/4P3/2PP4/4B3/PP4PP/RN1QKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 d6e5 f4e5 b8c6 c1e3	484	365	266
B03	Alekhine Defense: Four Pawns Attack	rnbqkb1r/ppp1pppp/1n1p4/4P3/2PP1P2/8/PP4PP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4	1043	869	568
B03	Alekhine Defense: Four Pawns Attack, Tartakower Variation	2kr3r/pppqbppp/1nn1p3/4Pb2/2PP4/2N1BN2/PP2B1PP/R2Q1RK1 w - -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 d6e5 f4e5 b8c6 c1e3 c8f5 b1c3 e7e6 g1f3 d8d7 f1e2 e8c8 e1g1 f8e7	2	2	1
B03	Alekhine Defense: Four Pawns Attack, Trifunovic Variation	rn1qkb1r/ppp1pppp/1n1p4/4Pb2/2PP1P2/8/PP4PP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 c8f5	124	114	77
B03	Alekhine Defense: Hunt Variation	rnbqkb1r/ppp1pppp/1n1p4/2P1P3/3P4/8/PP3PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 c4c5	0	0	0
B03	Alekhine Defense: Modern Variation, Alekhine Gambit	rn1qkb1r/ppp1pppp/1n1p4/4P3/2PP2b1/5N2/PP2BPPP/RNBQK2R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 g1f3 c8g4 f1e2	16	21	15
B03	Alekhine Defense: O'Sullivan Gambit	rnbqkb1r/p1pppppp/8/1p1nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 b7b5	4	0	0
B03	Alekhine Defense	rnbqkb1r/ppp1pppp/3p4/3nP3/2PP4/8/PP3PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4	3587	2770	2285
B03	Alekhine Defense	rnbqkb1r/ppp1pppp/3p4/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6	11098	7573	7620
B03	Alekhine Defense	rnbqkb1r/pppppppp/8/3nP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4	11363	7703	7737
B04	Alekhine Defense: Modern Variation, Alburt Variation	rnbqkb1r/ppp1pp1p/3p2p1/3nP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 g7g6	1592	1006	1153
B04	Alekhine Defense: Modern Variation, Keres Variation	rnbqk2r/ppp1ppbp/1n1p2p1/4P3/P2P4/1B3N2/1PP2PPP/RNBQK2R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 g7g6 f1c4 d5b6 c4b3 f8g7 a2a4	164	65	122
B04	Alekhine Defense: Modern Variation, Larsen-Haakert Variation	r1bqkb1r/ppp1pppp/2np4/3nP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 b8c6	378	248	166
B04	Alekhine Defense: Modern Variation, Larsen Variation	rnbqkb1r/ppp1pppp/8/3np3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 d6e5	1246	727	1125
B04	Alekhine Defense: Modern Variation	rnbqkb1r/ppp1pppp/3p4/3nP3/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3	6853	4191	4924
B04	Alekhine Defense: Modern Variation, Schmid Variation	rnbqkb1r/ppp1pppp/1n1p4/4P3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 d5b6	298	289	280
B05	Alekhine Defense: Modern, Flohr Variation	rn1qkb1r/pp2pppp/2pp4/3nP3/3P2b1/5N2/PPP1BPPP/RNBQK2R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 f1e2 c7c6	839	520	591
B05	Alekhine Defense: Modern Variation, Alekhine Variation	rn1qkb1r/ppp1pppp/3p4/3nP3/2PP2b1/5N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 c2c4	56	51	41
B05	Alekhine Defense: Modern Variation, Main Line	rn1qkb1r/ppp1pppp/3p4/3nP3/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4	3072	1777	2009
B05	Alekhine Defense: Modern Variation, Panov Variation	rn1qkb1r/ppp1pppp/3p4/3nP3/3P2b1/5N1P/PPP2PP1/RNBQKB1R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 h2h3	82	81	52
B05	Alekhine Defense: Modern, Vitolins Attack	rn1qkb1r/ppp1pppp/1n1p4/3PP3/2P3b1/5N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 c8g4 c2c4 d5b6 d4d5	6	4	7
B06	Modern Defense: Anti-Modern	rnbqk1nr/pp2ppbp/2pp2p1/8/2BPP3/2N5/PPP1QPPP/R1B1K1NR b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c6 f1c4 d7d6 d1e2	19	7	5
B06	Modern Defense: Bishop Attack, Bücker Gambit	rnbqk1nr/p1ppppbp/6p1/1p6/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq -	e2e4 g7g6 d2d4 f8g7 f1c4 b7b5	5	9	1
B06	Modern Defense: Bishop Attack, Monkey's Bum	rnbqk1nr/pppp1p1p/4p1p1/8/2BbP3/5Q2/PPP2PPP/RNB1K1NR w KQkq -	e2e4 g7g6 f1c4 f8g7 d1f3 e7e6 d2d4 g7d4	0	7	3
B06	Modern Defense: Bishop Attack	rnbqk1nr/ppppppbp/6p1/8/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq -	e2e4 g7g6 d2d4 f8g7 f1c4	196	217	114
B06	Modern Defense: Dunworthy Variation	rnbqk1nr/pp2pp1p/2P3p1/8/2Pb4/8/PP3PPP/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 c2c4 d7d5 e4d5 c7c6 d5c6 g7d4	0	0	0
B06	Modern Defense: Fianchetto Gambit	rnbqkbnr/ppppp2p/6p1/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 f7f5	0	0	0
B06	Modern Defense: Gurgenidze Defense	rnbqk1nr/pp2ppb1/2p3p1/3pP2p/3P1P2/2N5/PPP3PP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c6 f2f4 d7d5 e4e5 h7h5	376	268	223
B06	Modern Defense: Lizard Defense, Mittenberger Gambit	rnbqk1nr/ppp1ppbp/6p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 d7d5	216	129	169
B06	Modern Defense: Masur Gambit	rnbq1rk1/ppppp2p/6pb/5P2/3P4/2N5/PPP2PPP/R2QKBNR w KQ -	e2e4 g7g6 d2d4 g8h6 b1c3 f7f5 c1h6 f8h6 e4f5 e8g8	0	0	0
B06	Modern Defense: Modern Pterodactyl	rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5	548	365	298
B06	Modern Defense: Mongredien Defense	rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 b7b6	32	15	7
B06	Modern Defense: Mongredien Defense	rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 g1f3 b7b6	22	12	11
B06	Modern Defense: Norwegian Defense, Norwegian Gambit	rnbqkb1r/ppp1pp1p/3p2p1/4P2n/3P4/8/PPP1BPPP/RNBQK1NR w KQkq -	e2e4 g7g6 d2d4 g8f6 e4e5 f6h5 f1e2 d7d6	27	25	18
B06	Modern Defense: Norwegian Defense	rnbqkb1r/pppppp1p/5np1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 g8f6	160	107	80
B06	Modern Defense: Pseudo-Austrian Attack	rnbqk1nr/ppp1ppbp/3p2p1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 f2f4	2515	1886	1517
B06	Modern Defense	rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	e2e4 g7g6	23198	21970	16347
B06	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Declined	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/5N2/PP2BPPP/RNBQK2R w KQkq -	e2e4 g7g6 d2d4 f8g7 c2c4 c7c5 g1f3 d7d6 f1e2 d8a5	0	0	0
B06	Modern Defense: Standard Defense	rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 d7d6	7966	6520	5174
B06	Modern Defense: Standard Line	rnbqk1nr/ppppppbp/6p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3	12722	10611	8646
B06	Modern Defense: Three Pawns Attack	rnbqk1nr/ppppppbp/6p1/8/3PPP2/8/PPP3PP/RNBQKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 f2f4	583	702	392
B06	Modern Defense: Two Knights Variation	rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 g1f3	908	890	844
B06	Modern Defense: Two Knights Variation, Suttles Variation	rnbqk1nr/pp2ppbp/2pp2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c6 g1f3 d7d6	490	524	524
B06	Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit	rnb1k1nr/pp2ppbp/2pp2p1/6B1/3PP3/2N2N2/PqPQ1PPP/R3KB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 g1f3 c7c6 c1g5 d8b6 d1d2 b6b2	1	0	0
B06	Modern Defense: Westermann Gambit	rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPPB1PPP/RN1QKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 c1d2	0	0	0
B06	Modern Defense: Wind Gambit	rnbqk1nr/ppppppbp/6p1/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq -	e2e4 g7g6 d2d4 f8g7 f1d3	0	2	1
B06	Norwegian Defense	rnbqkb1r/ppppppnp/6p1/4P3/3P2P1/8/PPP2P1P/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 g8f6 e4e5 f6h5 g2g4 h5g7	2	3	1
B06	Pterodactyl Defense: Austrian, Austriadactylus Western	rnb1k1nr/pp1pppbp/6p1/q1p5/3PPP2/5N2/PPP3PP/RNBQKB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 f2f4 c7c5 g1f3 d8a5	0	0	0
B06	Pterodactyl Defense: Austrian, Grand Prix Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq -	e2e4 g7g6 b1c3 f8g7 f2f4 c7c5 g1f3 d8a5	0	0	0
B06	Pterodactyl Defense: Austrian, Pteranodon	rnb1k1nr/pp1pppbp/6p1/q1p5/3PPP2/2P5/PP4PP/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 f2f4 c7c5 c2c3 d8a5	2	7	0
B06	Pterodactyl Defense: Central, Anhanguera	rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N1B3/PP3PPP/R2QKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 c2c4 c7c5 b1c3 d7d6 c1e3 d8a5	0	0	0
B06	Pterodactyl Defense: Central, Benoni Quetzalcoatlus	rnb1k1nr/pp2ppbp/3p2p1/q1pP4/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 c2c4 c7c5 d4d5 d7d6 b1c3 d8a5	0	0	0
B06	Pterodactyl Defense: Central, Quetzalcoatlus Gambit	rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 c2c4 c7c5 b1c3 d7d6 d4c5 d8a5	0	0	0
B06	Pterodactyl Defense: Eastern, Anhanguera	rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 c1e3	57	51	38
B06	Pterodactyl Defense: Eastern, Benoni Pteranodon	rnb1k1nr/pp1ppp1p/6p1/q1pP4/4P3/2P5/P1P2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 d8a5	0	0	1
B06	Pterodactyl Defense: Eastern, Benoni Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1pP4/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq -	d2d4 g7g6 b1c3 f8g7 e2e4 c7c5 d4d5 d8a5	1	0	0
B06	Pterodactyl Defense: Eastern, Benoni	rnbqk1nr/pp1pppbp/6p1/2pP4/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq -	d2d4 g7g6 e2e4 f8g7 b1c3 c7c5 d4d5	101	44	35
B06	Pterodactyl Defense: Eastern, Pteranodon	rnb1k1nr/pp1ppp1p/6p1/q1P5/4P3/2P5/P1P2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4c5 g7c3 b2c3 d8a5	48	26	39
B06	Pterodactyl Defense: Eastern, Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1P5/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4c5 d8a5	111	40	46
B06	Pterodactyl Defense: Eastern, Rhamphorhynchus	rnbqk1nr/pp1pppbp/6p1/2P5/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4c5	186	83	91
B06	Pterodactyl Defense: Fianchetto, King Pterodactyl	rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/5NP1/PPP2P1P/RNBQKB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 g2g3 c7c5 g1f3 d8a5	0	0	0
B06	Pterodactyl Defense: Fianchetto, Rhamphorhynchus	rnb1k1nr/pp1pppbp/6p1/q1P5/4P3/6P1/PPP2P1P/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7 g2g3 c7c5 d4c5 d8a5	4	4	1
B06	Pterodactyl Defense: Sicilian, Quetzalcoatlus	rnb1k1nr/pp2ppbp/3p2p1/q1p5/3PP3/2N2N2/PPP1BPPP/R1BQK2R w KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 g1f3 d8a5 f1e2 d7d6	1	0	0
B06	Pterodactyl Defense: Sicilian, Siroccopteryx	rnb1k1nr/pp1pppbp/6p1/q1p5/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -	e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 g1f3 d8a5 f1c4	0	3	1
B06	Pterodactyl Defense: Western, Anhanguera	rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/4BN2/PPP2PPP/RN1QKB1R w KQkq -	e2e4 g7g6 d2d4 f8g7 g1f3 c7c5 c1e3 d8a5	0	0	0
B06	Pterodactyl Defense: Western, Siroccopteryx	rnb1k1nr/pp1pppbp/6p1/q7/2BNP3/8/PPP2PPP/RNBQK2R w KQkq -	e2e4 g7g6 g1f3 f8g7 d2d4 c7c5 f1c4 c5d4 f3d4 d8a5	0	2	0
B06	Rat Defense: Accelerated Gurgenidze	rnbqkbnr/pp2pp1p/2pp2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 g7g6 d2d4 d7d6 b1c3 c7c6	156	164	161
B06	Robatsch (Modern) Defense	rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	e2e4 g7g6 d2d4 f8g7	19456	17897	13812
B07	Czech Defense	rnbqkb1r/pp2pppp/2pp1n2/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 c7c6	2940	2396	1791
B07	Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit	r1bqkb1r/pp1n1ppp/2p2n2/3p4/2BQPP2/2N2N2/PPP3PP/R1B1K2R w KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4 e7e5 g1f3 e5d4 d1d4 c7c6 f1c4 d6d5	7	17	4
B07	Lion Defense: Anti-Philidor, Lion's Cave	r1bqkb1r/pppn1ppp/3p1n2/4p3/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4 e7e5	345	279	172
B07	Lion Defense: Anti-Philidor	r1bqkb1r/pppnpppp/3p1n2/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4	388	304	180
B07	Lion Defense: Bayonet Attack	r1bqkb1r/pppnpppp/3p1n2/8/3PP1P1/2N5/PPP2P1P/R1BQKBNR b KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 g2g4	161	57	53
B07	Modern Defense: Geller's System	rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 g7g6 d2d4 f8g7 g1f3 d7d6 c2c3	310	290	260
